Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code,Description
ZCSH,GRAYSCALE ZCASH TR ZEC,OTCQX U.S.,3.898,-3.2754,2350,Common Stock,USA,Connecticut,"13,637,497",6221 - Commodity contracts brokers and dealers,"Grayscale Zcash Trust (ZEC) (""ZCSH"") is an investment vehicle that enables investors to gain access and exposure to Zcash (ZEC) in the form of a security without the challenges of buying, storing, and safekeeping it directly. Shares are distributed through sales in private placement transactions and become eligible to sell in the public market after a statutory one-year holding period. While an investment in the shares is not a direct investment in ZEC, the shares are designed to provide investors with a cost-effective and convenient way to gain investment exposure to ZEC. The shares are quoted on OTCQX under the ticker symbol ""ZCSH."" ZCSH's investment objective is for its shares (based on ZEC per share) to reflect the value of ZEC held by ZCSH, less ZCSH's expenses and other liabilities. To date, ZCSH has not met its investment objective and the Shares quoted on OTCQX have not reflected the value of ZEC held by ZCSH, less ZCSH's expenses and other liabilities, but have instead traded at both premiums and discounts to such value, which at times have been substantial. In the event the Shares trade at a substantial premium, investors who purchase Shares on OTCQX will pay substantially more for their Shares than investors who purchase Shares in the private placement. ZEC per share is updated daily: https://grayscale.com/products/grayscale-zcash-trust/. ZCSH's sponsor is Grayscale Investments."
FVTI,FORTUNE VLY TREASURES,Pink Current,2.55,,0,Common Stock,China,,"81,249,647",5900 - Retail-Miscellaneous Retail,"FVTI is a supply chain platform specialized in safe food products. Relying on steady industry operation, the company has grown, by integrating excellent upstream and downstream enterprises in the industry, FVTI has formed a complete food industry chain and a supply chain network. Its subsidiaries have explored in the industry for over 20 years and have realized significant development in terms of product R&D, production, marketing and brand building. The company aims to offer the whole world safe foods. FVTI has established a safe food supply chain e-commerce platform with the sense of social responsibility to provide merchants and families with safe and reliable foods, make contributions to improving the food safety all over the world."
CJAX,COJAX OIL & GAS CORP,Pink Current,2.1,,0,Common Stock,USA,Virginia,"12,583,475",1311 - Crude petroleum and natural gas,Not available
TRCC,TRACCOM INC,Pink Current,1.82,,0,Common Stock,,,Not Available,3823 - Process control instruments,Not available
GTCH,GBT TECHNOLOGIES INC,Pink Current,0.0017,-5.5556,5616939,Common Stock,USA,California,"1,893,986",8742 - Management consulting services,"GBT Technologies, Inc. (""GBT"" and the ""Company"") is a development-stage company which considers itself a Native IoT creator, developing Internet of Things (IoT) and Artificial Intelligence-enabled mobile technology. The Company has a portfolio of Intellectual Property that when commercialized will include smart microchips, mobile application software, and supporting cloud software. The system contemplates the creation of a global network. The core of the system will be its advanced microchip technology that can be installed in any mobile device worldwide. GBT envisages this system as an internal, private network between all enabled mobile devices providing shared processing, advanced mobile database management/sharing and enhanced mobile features."
CLOW,CLOUDWEB INC,Pink Current,1.07,,0,Common Stock,USA,California,"24,369,781","7370 - Services-Computer Programming, Data Processing, Etc.","Cloudweb, Inc is a technology company seeking to develop internet cloud services for small and medium businesses."
PLSH,PANACEA LIFE SCIENCE HLD,OTCQB,0.091,12.3457,5000,Common Stock,USA,Colorado,"1,496,532",2833 - Medicinal and botanicals,"Panacea Life Sciences Holdings, Inc. (""Panacea"") is a leading producer of hemp and hemp-derived products that is committed to creating a positive impact on society and the environment through sustainable agricultural practices. Panacea is redefining the hemp-industry by having invested in the research and development of specialty cannabinoids and continues to stay ahead of market trends and regulations. We take pride in pioneering the hemp industry by providing raw materials and white-label CBD/CBG products to popular mainstream consumer brands. The company is at the forefront of product development for the food and beverage, pharmaceutical, cosmetics, beauty, personal care, pet and industries."
KNGW,KENONGWO GROUP US INC,Pink Current,2.0,,0,Common Stock,China,,"203,764,970",2870 - Agricultural Chemicals,Not available
GRTA,GRIFFIN REALTY TRUST A,Pink Current,0.0,,0,Common Stock,USA,California,Not Available,6798 - Real estate investment trusts,Not available
GRTAA,GRIFFIN REALTY TRUST AA,Pink Current,7.6,,0,Common Stock,USA,California,Not Available,6798 - Real estate investment trusts,Not available
NOWG,NOWIGENCE INC A,OTCQB,0.35,0.0,20250,Common Stock,USA,North Carolina,"16,537,739",Not Available,"Nowigence, Inc. is the creator of Pluaris, a smart, cloud-based app that allows users to automatically read text from hundreds of documents quickly with human-level comprehension and understanding. Nearly all data generated by humans is in the form of language, but few consumers or entities today have the resources to harness it. Pluaris generates an annotated data feed based on your topics of interest and automatically creates a permanent personal knowledge base from your feed and private uploads. It summarizes, answers questions on-the-fly, benchmarks, creates notes with just a click, allows for teams to share and work collaboratively in real-time from anywhere in the world. Avid readers, students, lifelong learners, researchers, analysts, and business professionals, who read a lot, either from the web, libraries, internal documents, transcripts, or enterprise tools find Pluaris valuable. Typically, users process their normal reading load in one-fourth of the time or less using Pluaris. The gains from saving time by reading and analyzing faster allow users to reduce or eliminate backlog, stay on top of topics or subjects that matter most to them, build team spirit working off the same database, reduce meetings, overcome the stress of being underprepared with insights being available at a snap, improve work-life or student-life balance, and grow their knowledge base every day without the time spent in looking for information."
MCAP,MCAP INC,Pink Current,9.75,,0,Common Stock,USA,Florida,"185,919,504",7371 - Custom computer programming services,MCAP Inc. operates as a financial technology company. The Company develops software and provides electronic market making services in the global securities markets. The Company focuses on development of businesses that address the rapidly changing digital financial markets.
NBLD,NESTBUILDER.COM CORP,OTCQB,0.05,,17,Common Stock,USA,New Jersey,"270,189",7310 - Services-Advertising,"History We were incorporated in the State of Nevada on January 10, 2017 as a wholly owned subsidiary of RealBiz Media Group, Inc., a Delaware corporation (""RealBiz""). On July 31, 2018, RealBiz effectuated our spin-off from RealBiz. Upon completion of the spin-off, RealBiz stockholders owned 100% of the outstanding shares of our common stock. The Company We are engaged in the business of providing digital media and marketing services for the real estate industry. We currently generate revenue from service fees (video creation and production and referral fees from our LoseTheAgent.com website). At the core of our programs is our proprietary video creation technology which allows for an automated conversion of data (text, video slices and pictures of home listings) to a video with voice over and music. We provide video search, storage and marketing capabilities on multiple platform dynamics for web and mobile. Once a home, personal or community video is created using our proprietary technology, it can be published to social media, email or distributed to multiple real estate websites. In addition, we own and operate the web site LoseTheAgent.com, which is a site dedicated to peer-to-peer real estate transactions between home sellers and buyers - the so called For Sale By Owner segment. We currently have approximately 100,000 home listings across all 50 states. LoseTheAgent.com website traffic increased 105% in users and 114% in page views over the 11 months ending Nov 30, 2021"
MCLE,MEDICALE CORP,Pink Current,2.0,,0,Common Stock,USA,Georgia,"11,840,000",8000 - Services-Health Services,Not available
BULT,BULLET BLOCKCHAIN INC,Pink Current,0.015,7.1429,3080,Common Stock,USA,Nevada,"16,995,914",7374 - Data processing and preparation,"Bullet Blockchain, Inc. (""Bullet"") is a blockchain technology company with industrial scale and institutional grade Bitcoin mining operations. Bullet generates Bitcoins through the electronic auditing and processing of Bitcoin transactions, the process known as ""mining""."
OECPF,ORACLE ENRGY CP NEW,Pink Current,0.02896,,0,Common Stock,Canada,British Columbia,Not Available,1382 - Oil and gas exploration services,"Oracle Energy Corp. is a global oil and gas company currently pursuing opportunities in North America, Italy and Africa, with a focus on proved resources and field development opportunities."
ACRU,AMERICREW INC,Pink Current,2.0,,0,Common Stock,USA,New Jersey,"29,952,406",6770 - Blank Checks,"PhoneBrasil International, Inc. is an American based publicly traded company with wholly owned subsidiaries in Brazil and the US. Marketing the Evolution Wireless handset brand globally and the CONECT3SSS network in Brazil. Offering the entire scope of wireless services in Brazil and its own branded line of wireless handsets, tablets and peripheral equipment; Evolution. 

Its headquarters are in Curitiba, Brazil. In the US it offers thru CONECT3SSS-US Voice, Text, Data, and great international connection specially to Brazil with Brazilian Telephone numbers working in the USA. 

PhoneBrasil's ability to offer full phone services in Brazil coupled with its Evolution branded handsets positions PhoneBrasil as a key player in the Brazilian marketplace. Its EvolutionGlass line of handsets which are being developed by its Research and Development teams are set to be groundbreaking in the wireless industry. PhoneBrasil offers quality telephone service with great pricing in one of the largest wireless marketplaces worldwide: Brazil.

ss handsets, tablets and peripheral equipment; Evolution.   Its headquarters are in Curitiba, Brazil.  In addition as a Mobile Virtual Network Operator (MVNO) in the US it offers thru CONECT3SSS-US Voice, Text, Data, and great international connection specially to Brazil with Brazilian Telephone numbers.

PhoneBrasil's ability to offer full phone services in Brazil coupled with its Evolution branded handsets positions PhoneBrasil as a key player in the Brazilian marketplace.   Its EvolutionGlass line of handsets which are being developed by its Research and Development teams are set to be groundbreaking in the wireless industry.  PhoneBrasil offers quality telephone service with great pricing in one of the largest wireless marketplaces worldwide: Brazil."
CNFN,CFN ENTERPRISES INC,OTCQB,0.4999,,0,Common Stock,USA,Montana,"15,217,356","7389 - Business services, misc","We own and operate CNP Operating, a leading CBD manufacturer vertically integrated with a 360 degree approach to the processing of high quality CBD products designed for growers, pharmaceutical, wellness providers, and retailers' needs, and a cannabis industry focused sponsored content and marketing business, or the CFN Business. The CFN business services are designed to help private companies prepare to go public and public companies grow their shareholder base through sponsored content and marketing outreach. The business targets the legal cannabis industry."
GWLL,GOLDENWELL BIOTECH INC,Pink Current,0.0,,0,Common Stock,USA,Ohio,"28,320,000",2000 - Food and Kindred Products,"Goldenwell Biotech, Inc. was incorporated under the laws of the state of Nevada on August 20, 2019. We are manufacturer in nutraceutical and dietary supplements products."
SATT,SATIVUS TECH CORP,Pink Current,0.5997,,0,Common Stock,USA,Maryland,"1,388,341",8742 - Management consulting services,"Sativus Tech Corp is an AgTech company that uses advanced vertical farming technology to increase the production of low yield food products in the global marketplace. The company focuses on the research, development, and commercialization of agriculture products that are high in demand but scarce in the marketplace. A reliable supply of these highly coveted food products can be used in various applications including pharmaceutical, nutraceutical, culinary, and the beauty industry. Sativus Tech Corp's subsidiary, Saffron Tech, is revolutionizing the AgTech world by creating the protocols to grow saffron in indoor vertical farms. It is also increasing the production of the spice by multiplying the number of annual harvests. Sativus Tech Corp's technology offers a responsible and sustainable way to grow crops in a world confronted by environmental challenges and dwindling earth reserves, diminishing water sources and unstable weather conditions."
YCQH,YCQH AGRIC TECHNOLOGY CO,Pink Current,1.0,,0,Common Stock,China,,"101,400,000",2870 - Agricultural Chemicals,"YCQH Agricultural Technology Co. Ltd primarily operates in the bio-carbon-based fertilizer trading industry, including wholesaling and retailing to customers mainly based in China, sourcing directly from producers in China."
FIGI,FREEDOM INTERNET GROP INC,Pink Current,2.05,,0,Common Stock,USA,Puerto Rico,"22,821,026",6794 - Patent owners and lessors,Not available
WNLV,WINVEST GROUP LTD,Pink Current,8.5,,0,Common Stock,USA,Nevada,"147,998,303",7812 - Motion picture and video production,"Winvest Group Ltd. is an investment holding company specifically focused on media and entertainment, production and filming, as well as marketing and distribution for all projects on domestic and/or international streaming platforms and media channels. Gearing up to be a multi business holding player, we are committed to build sustainable growth through responsible capital management and delivering value to the stakeholders. The company will develop and manage a diverse range of multilingual film and television projects."
HMRPF,HOME REIT PLC,Pink Current,1.7401,,0,Common Stock,,,Not Available,Not Available,Not available
RTGN,RETINALGENIX TECHNOLOGIES,OTCQB,8.0,,0,Common Stock,USA,California,"333,214,920",3841 - Surgical and medical instruments,"Retinalgenix Technologies Inc now including DNA?GPS is an R&D Ophthalmic and genetic mapping software development company based in Petaluma California. Its core is in EYECARE Imagining, patient home monitoring and in .pharmaco -mapping patient software App"
CRGH,CARRIAGE HOUSE EVENT CTR,Pink Current,0.0,,0,Common Stock,USA,Colorado,Not Available,7200 - Services-Personal Services,Not available
PXPC,PHOENIX PLUS CORP,Pink Current,1.35,,0,Common Stock,Malaysia,,.,1700 - Construction - Special Trade Contractors,Phoenix Plus Corp is a company principally engaged in providing technical consultancy on solar power system and consultancy on green energy solution
CYRB,CYBER APP SOLUTIONS CORP,Pink Current,0.0,,0,Common Stock,,,.,7371 - Custom computer programming services,Not available
BBOP,BEBOP CHANNEL CORP,Pink Current,0.35,,0,Common Stock,USA,New York,"8,733,041",7829 - Motion picture distribution services,"BeBop seeks to take advantage of an underdeveloped market; The high performing Arts as a consolidated commercial industry (Jazz, Dance, and Theatre ). We seek to accomplish this by creating a platform where these genres can thrive together and become a HUB for consumers of the arts. We will accomplish this on 3 fronts: 1) A television channel dedicated to arts programming ; 2) The presentation of Arts events, including concerts and festivals; and 3) Offering a consumer marketplace for Arts products and services. We believe that in the aggregate, combining all of the Arts components into one platform makes them stronger as a collective and the consolidation of messaging across different genres very marketable. Our business model will be based on an advertising and retail (tickets) model. We also believe that going public is a groundbreaking approach to accomplish our goals in terms of exposure and access to public capital. We offer streaming Arts programming, free to the public, via our Smart TV and Web apps, which include ROKU, FireTV, and Apple TV. We are also in the beginning stages of offering live Arts events, both internally produced and sponsored (concerts and festivals in the areas of Jazz, Dance and Theatre). In addition, we are developing a directory of Arts products and services from artists and companies as a reference resource for our community."
ARMM,ARMM INC,OTCQB,1.05,,0,Common Stock,USA,Nevada,"23,052,310",Not Available,Firearms lifestyle platform for outdoor enthusiasts focused on safety and training. Available on the App Store and Google Play.
TZUP,THUMZUP MEDIA CORP,OTCQB,7.1,,0,Common Stock,USA,Nevada,"50,454,986",7374 - Data processing and preparation,"Thumzup democratizes social media marketing and advertising. The company connects brands and businesses with their customers on best of breed social media channels with a new platform, the Thumzup App, which makes it possible to incentivize customers to talk about the brands and products they love. Gig economy companies have created tremendous value by democratizing ride-sharing, food delivery, hospitality and finance. Thumzup brings democratization to the advertising industry and social media marketing. Authentic consumer advocates are the real influencers in today's market. The Thumzup mobile app and advertiser dashboard help aggregate the most effective base of authentic consumer advocates and incentivize them to tell their friends about brands, products, and locations on social media. Our proprietary platform and tools make this possible and scalable."
CANB,CAN B CORP,OTCQB,2.2,1.3825,451,Common Stock,USA,New York,"9,712,291","5122 - Drugs, proprietaries, and sundries","Canbiola, Inc. is a US Company specializing in the sale of a variety of Cannabidiol (CBD) based products such as oils, creams, moisturizers, chews, isolate, gel caps, concentrate and spa products. Canbiola has developed their own line of proprietary products as well as seeking synergistic value through acquisitions in the CBD space. Our Mission: Canbiola is committed to providing the highest quality and lowest cost hemp solutions with the highest purity standards in the industry. Our Values: Canbiola and it's employees are passionate about improving people's lives. We take pride in providing pure products infused with organic and natural ingredients. When purchasing our products, we want customers to know that they are buying lab tested, high quality natural products at a great price. The product offerings include a proprietary line of Medical/Doctor products branded Canbiola, a retail line under the Pure Leaf Oil brand and a spa line under the Seven Chakras banner. All the CBD products are produced in the Company's Pure Health Products laboratory and production facility in Lacey WA. Full vertical integration will be completed with the cultivation and NY grow license under its new Green Grow Farms, Inc.division with an expected grow and processing in early 2020."
GDTRF,GLADIATOR METALS CORP,Pink Current,0.1,,0,Common Stock,,,Not Available,Not Available,Not available
AJYG,AJ1G INC,Pink Current,0.511,,1,Common Stock,USA,Nevada,"14,941,870",9995 - Non-Operating Establishments,"AJ1G, Inc. (AJYG), was formerly Global Consortium, Inc., which owned a cannabis brand, manufactured and marketed in California. Currently, AJYG is a shell, and is seeking corporate opportunities."
MYSN,MYSON INC,Pink Current,0.0,,0,Common Stock,USA,California,Not Available,3567 - Industrial furnaces and ovens,"Myson Group, Inc. (formerly Vanguard Mining Corporation), a U.S. publicly traded company (trading symbol:MYSN), is seeking for a favorable acquisition."
SNCF,SANARCO FUNDS INC.,Pink Current,1.15,,0,Common Stock,Luxembourg,,"1,199,148",7200 - Services-Personal Services,"The Company was organized for the purpose of offering workout training via a web platform. Our online workouts just like working out with a personal trainer in a gym or attending a group fitness class at a studio, but it's over live video."
ACUT,ACCUSTEM SCIENCES INC,OTCQB,0.51,,173,Common Stock,USA,New York,"5,446,337",2834 - Pharmaceutical preparations,"Accustem is an early-stage life sciences company committed to developing and commercializing novel products for the treatment and management of all cancers. Our mission at AccuStem is to optimize outcomes for all patients with cancer across the globe. We take a holistic view of our role in oncology- we are here to empower patients and their care team with critical answers and tools, driving innovation in healthcare. By integrating different technologies and platforms under one umbrella, we believe we can be a stronger partner for patients, physicians, care teams and industry."
SPTY,SPECIFICITY INC,OTCQB,1.25,,0,Common Stock,USA,Florida,"12,310,553",7311 - Advertising agencies,"Specificity Inc. is an intensely focused digital marketing firm that leverages hyper-specific granular targeting, which will focus 100% of client spend on customer segments that make perfect sense for their product/service."
NNMX,NANOMIX CORPORATION,OTCQB,0.272,,6,Common Stock,USA,California,"33,580,691",2834 - Pharmaceutical preparations,"Nanomix is a leader in the development of mobile, affordable, pointof-care diagnostics. We offer a handheld testing platform and assays that provide rapid, accurate, quantitative information for use in settings where time-to-diagnosis is critical to clinical decision making and improved patient care. Our goal is to expand access to quality health care by bringing diagnostics to the point of initial patient interaction, whether in the hospital or in pre-hospital, remote, or alternative settings."
CKEFF,RADIO FUELS ENERGY CORP,OTCQB,0.097,,0,Common Stock,Canada,Ontario,"11,568,907",Not Available,"The company is a junior natural resource company focused on providing exposure to uranium and other commodities through the investment, acquisition, exploration and development of projects and companies."
ATDS,DATA443 RISK MTIGTING INC,Pink Current,1.9,-4.5226,3453,Common Stock,USA,North Carolina,"1,229,117",7372 - Prepackaged software,"The Company believes that it is a leader in data security and privacy management, providing solutions for All Things Data Security®, across the enterprise and in the cloud. Trusted by over 10,000 clients, the Company provides the visibility and control needed to protect data at-scale, regardless of format, location or consumer and to facilitate fast changing global data privacy requirements. Our clients include leading brand name enterprises in a diverse set of industries, including financial services, government, healthcare, manufacturing, retail, technology, and telecommunications. ---------------------------------------------------------------------------------------------------------------------------------------- The mounting ransomware and data threat landscape has accelerated data security adoption rates and we believe that our extensive portfolio of data security and privacy products provide an encompassing solution set to data privacy as the new security standard. Our offering is anchored in privacy management, equipping organizations with a seamless approach to safeguard their data, protect against attacks and mitigate the most critical risks."
GAXY,GALAXY NEXT GENERATION,OTCQB,0.071,-5.3333,68516,Common Stock,USA,Georgia,"1,921,820",7830 - Services-Motion Picture Theaters,"We are a manufacturer and distributor of interactive learning technologies and enhanced audio solutions. We develop both hardware and software that allows the presenter and participant to engage in a fully collaborative instructional environment. We also develop award winning classroom audio solutions and school PA and Intercom products, creating a full line card offering for classrooms to our channel partners. Our products include our own private-label interactive touch screen panel as well as numerous other national and international branded peripheral and communication devices. New technologies like our own touchscreen panels are sold along with renowned brands such as Google Chromebooks, Microsoft Surface Tablets, Lenovo and Acer computers, Verizon WiFi and more. We provide a multitude of services to our customers, including installation, training, and maintenance. Our current distribution channel consists of 30 resellers across the United States who primarily sell our product within the commercial and educational market. While we do not control where our resellers focus their efforts, based on experience, the kindergarten through 12th grade education market is the largest customer base for the product, comprising nearly 90% of all purchases. In addition, we possess our own resell channel that sells directly to the Southeast region of the United States."
QSAM,QSAM BIOSCIENCES INC,OTCQB,5.96,8.3636,200,Common Stock,USA,Texas,"10,127,863",2842 - Polishes and sanitation goods,"QSAM Bioscience, Inc. is developing next generation nuclear medicines, including Samarium-153 DOTMP (CycloSam®), for the treatment of bone cancer and related diseases. The FDA recently cleared QSAM's IND to commence Phase 1 clinical trials, and approved the company's application for Orphan Drug Designation for the indication of osteosarcoma, a devastating form of bone cancer that affects mainly children. QSAM is led by an experienced executive team and Board of Directors that have completed dozens of FDA approvals and multiple successful biotech exits. CycloSam® has demonstrated preliminary safety and efficacy in animal studies and a single patient FDA-cleared human trial successfully performed in 2020. This multi-patented drug candidate utilizes an FDA approved radioisotope combined with a novel chelant that has demonstrated preliminary increased efficacy and decreased side effects in animal models and veterinary treatment of bone cancer in dogs. Further, CycloSam® utilizes a streamlined, just-in-time manufacturing process that is already in place. Given these factors, management believes there is a strong pathway to commercialization for CycloSam®."
ASNB,EKIMAS CORPORATION,Pink Current,1.14,,30,Common Stock,USA,Nevada,"6,476,623",3841 - Surgical and medical instruments,"On January 31, 2020, we ceased operating as a developer, manufacturer, marketer and seller of advanced polymers. On October 12, 2021, we entered into a Stock Purchase Agreement with Reddington Partners LLC (""Reddington"") providing for the sale of our common stock to Reddington in two tranches. We consummated the sale of our common stock to Reddington on October 12, 2021 and March 15, 2022 resulting in the sale of 5,114,475 shares of our common stock, in the aggregate, or approximately 90% of our outstanding shares, after giving effect to a 1 for 50 reverse split which occurred on March 11, 2022. We are seeking to identify an operating company for the purpose of effecting a merger or business combination, or to acquire assets or shares of an entity actively engaged in a business that generates sustained revenues. We may participate in a business opportunity with a company that is a newly formed company, in development stage, or entering a new phase of growth, we may incur further risk due to uncertainties of the target company's ability to continue as a going concern. Although we have investigated certain opportunities to determine whether they would have the potential to add value to us for the benefit of our stockholders, we have not yet entered into any binding arrangements to merge with an operating company and there can be no assurance that we will ever identify an opportunity that could result in the consummation of merger or other business combination."
APYP,APPYEA INC,Pink Current,0.0751,21.129,315744,Common Stock,Israel,,"15,465,156",7371 - Custom computer programming services,APPYEA Inc wholly-owned subsidiary is SleepX is an Israeli research and development company that has developed a unique product for monitoring and treating sleep apnea and snoring. The technology is protected by several international patents and the company plans to start serial production in 2022. The merged entity will focus on further development and commercialization of the products. Its strategy will include continued R&D investment and new initiatives in sales and marketing.
RNVA,RENNOVA HEALTH INC,Pink Current,0.0001,0.0,47423797,Common Stock,USA,Florida,"122,932",8062 - General medical and surgical hospitals,"Rennova Health, Inc. is a vertically integrated provider of industry-leading diagnostics and supportive software solutions to healthcare providers that recently announced the acquisition of its second Rural Hospital."
ZLME,ZHANLING INTL LTD,Pink Current,0.0,,0,Common Stock,USA,Nevada,Not Available,1000 - Metal Mining,"The Company is an investment company and plans to acquire companies in large consumption platform in China. The Company's sole purpose currently is to target and complete a merger or acquisition with a private entity. The Company intends to acquire assets or shares of an entity actively engaged in profitable business of large consumption platform with, in exchange with the Company's securities. The sole officer and director is striving to negotiate with different potential target companies, especially some large consumption platform companies with metaverse concept."
AGSS,AMERIGUARD SECURITY SVC,Pink Current,1.3,-4.4118,3911,Common Stock,USA,California,"3,291,949","6411 - Insurance agents, brokers, & services",Not available
SPFX,STANDARD PREMIM FIN HLDG,OTCQX U.S.,9.5,,0,Common Stock,USA,Florida,"24,692,636","6411 - Insurance agents, brokers, & services","Standard Premium Finance Holdings, Inc. is an insurance premium finance company providing insurance premium financing solutions to businesses and individuals. With over 200 collective years of insurance premium finance experience, Standard Premium Finance is best positioned to consult and assist our valued partner agents and client base on every aspect of their insurance premium financing. Standard is an industry-leading premium finance company with annual loan originations of approximately $120 million with loans ranging from $500 to over $500,000."
DZGH,JJY HOLDING GROUP,Pink Current,0.0,,0,Common Stock,China,,Not Available,6770 - Blank Checks,"BeesFree Inc. is a development stage company that uses the architecture of Social-Local-Mobile, combined with the welfare points of Money function to construct the Internet sharing economic life style of SoLoMo2, develops a special multi-point operation mechanism, and combines with the industry to achieve the concept of virtual integration. Members can consume or participation in activities to accumulate points, and use the points in daily life to create a highly beneficial, interactive and secure Internet and life circle."
TRIQ,TRAQIQ INC,OTCQB,1.65,-27.3128,1038,Common Stock,USA,Washington,"7,069,447",7371 - Custom computer programming services,"TraQiQ, Inc. is a global technology company with a suite of products designed to help identify customers, facilitate transactions and fulfill transactions. The company also offers a comprehensive set of services that enable customers to derive the full value of their technology and meet their goals in a dynamic global technology environment. TraQiQ's leading edge FinTech and AI solutions have been deployed with leading multi-national customers around the world and are helping increase customer loyalty, improving profitability and driving efficient financial transactions. TraQiQ has global presence with offices/customers in Asia, North America, Africa and Latin America. The leadership and advisory team of the company include people with deep experience running large businesses as well as successful entrepreneurs."
BRWC,BIRDIE WIN CORP,Pink Current,0.51,,0,Common Stock,Malaysia,,"2,570,400",8200 - Services-Educational Services,"Birdie Win Corporation provides financial literacy seminar services to individuals and families. The Company provides one-on-one Personal Financial Literacy Seminar, focuses on elevating our clients' financial literacy and teaching them responsible financial behaviors and rational attitudes towards financial management."
PCBB,PACIFIC COAST BANKERS BK,Pink Current,0.0,,0,Common Stock,USA,California,Not Available,Not Available,"Pacific Coast Bankers' Bancshares (the Company) consists of a bank holding company and one operating subsidiary: Pacific Coast Bankers' Bank (the Bank). 
The Bank is a state-chartered bank and a Federal Reserve Bank (FRB) member. The Bank is defined by statute as a ""bankers' bank"", under which it is organized to transact business with other financial institutions and is primarily owned by financial entities. The Bank provides a full range of correspondent services to financial institutions throughout the United States, including cash management, advisory, hedging, cash letter settlement, lending, foreign exchange, and other services."
DZCA,DRAZCANNA INC,Pink Current,0.137,-0.3636,11565,Common Stock,USA,Michigan,"1,193,957",8200 - Services-Educational Services,"DrazCanna, Inc. is pursuing operations in the cannabis bio-pharmaceutical supply chain industry."
GRTT,GRIFFIN RLTY TRUST INC T,Pink Current,0.0,,0,Common Stock,USA,California,.,6798 - Real estate investment trusts,Not available
BIOE,BIO ESSENCE CORP,Pink Current,0.0,,0,Common Stock,USA,California,Not Available,2834 - Pharmaceutical preparations,Not available
RTSL,RAPID THRPTIC SCIENCE LAB,Pink Current,1.2,0.0,288,Common Stock,USA,Texas,"11,622,381",2834 - Pharmaceutical preparations,"RTSL is an innovative biotech company specializing in aerosol delivery of cannabinoids to the systemic blood stream though the pulmonary route of administration. RTSL manufactures its own branded metered dose inhalers (MDI) under the nhaler name using proprietary blends of pure cannabinoids such as cannabidiol (CBD) and/or cannabigerol (CBG). RTSL believes that it is unique in the MDI industry in that it does not use a full spectrum oil or any other excipient not approved for human inhalation. The Company's MDI are made using Food and Drug Administration (FDA) listed cans, valves, actuators, propellant and excipients. The Company uses no tetrahydrocannabinol (THC) in its core products. In addition, RTSL manufactures other aerosol devices for delivery of cannabinoids other than MDI such as sublingual sprays. The company was formerly known as Holly Brothers Pictures, Inc. and changed its name to Rapid Therapeutic Science Laboratories, Inc. in January 2020. Rapid Therapeutic Science Laboratories, Inc. was incorporated in 2013 and is based in Dallas, Texas."
GUER,GUERRILLA RF INC,OTCQX U.S.,1.7,-5.5556,9189,Common Stock,USA,North Carolina,"44,718,737",3674 - Semiconductors and related devices,"Guerrilla RF is a fabless semiconductor company based in Greensboro, North Carolina."
GWSN,GULF WEST SCURTY NTWK,Pink Current,12.01,,0,Common Stock,USA,Louisiana,"301,439",7381 - Detective and armored car service,"Gulf West Security Network (""GWSN"") is a provider of specialty financial services specifically targeted to the life safety and security alarm industry. GWSN focuses on two complimentary lines of business, namely: (a) Specialty Finance -- B2B capital resources and innovative financing solutions for small, independent security alarm dealers, fire alarm companies, systems integrators and electrical contractors; and (b) Retail Security -- Providing life safety and security alarm services directly to residential, commercial and industrial / institutional customers. GWSN is poised to capitalize on new financial opportunities inherent to today's burgeoning life safety and security alarm industry, and its management will leverage its expertise and experience to grow an expand GWSN into an industry leader in the life safety and security alarm services industry."
GYMFF,TUT FITNESS GROUP INC,Pink Current,0.0,,0,Common Stock,,,Not Available,Not Available,Not available
NFTN,NFINITI INC,Pink Current,0.05,,0,Common Stock,Mexico,,"6,360,000",1382 - Oil and gas exploration services,"We locate and lease existing wells for reactivation for the production of oil and gas that we will then sell, through an operator, to oil and gas brokers and gatherers. The gas sometimes may be sold directly to the public utility companies."
MGUFF,MAGNUM MINING AND EXPLTN,Pink Current,0.0,,0,Common Stock,Australia,Victoria,Not Available,Not Available,"The Company's primary business is exploring and developing, if warranted, the Buena 
Vista Magnetite Project, located in Nevada."
HWGC,HWGC HOLDINGS LIMITED,OTCQB,2.4,,0,Common Stock,Malaysia,,"16,227,930",5000 - Wholesale-Durable Goods,"The company engage in the provision of emerging technologies, such as big data, artificial intelligence, blockchain and edge computing to make financial services more accessible and more efficient. This will allow the company to offer and deliver diverse clients with advanced solutions in the areas of application as a service (AaaS), infrastructure as a service (IaaS), finance as a service (FaaS) and related financial technology services."
MBIC,MOBILE INFRASTRUCTURE CP,Pink Current,0.0,,0,Common Stock,USA,Ohio,Not Available,6798 - Real estate investment trusts,Not available
